iter	RMSE
725	0.7058960631
726	0.7058677804
727	0.7058443995
728	0.7058151967
729	0.7057881989
730	0.7057650605
731	0.7057383955
732	0.7057129856
733	0.705687997
734	0.7056669497
735	0.7056409186
736	0.7056181969
737	0.7055946024
738	0.7055659746
739	0.705543992
740	0.7055202121
741	0.7055042159
742	0.7054811372
743	0.705450967
744	0.7054197655
745	0.7053956064
746	0.7053694523
747	0.7053482193
748	0.7053246898
749	0.7053049927
750	0.7052721855
751	0.7052449357
752	0.7052241645
753	0.705201091
754	0.7051735801
755	0.7051493704
756	0.7051303788
757	0.7051133528
758	0.7050916889
759	0.7050651548
760	0.7050421447
761	0.7050155588
762	0.7049854182
763	0.704960138
764	0.7049377189
765	0.7049059009
766	0.7048811816
767	0.7048530315
768	0.7048305106
769	0.7048072474
770	0.7047805112
771	0.70476024
772	0.7047300721
773	0.704706979
774	0.7046932315
775	0.7046710466
776	0.7046429629
777	0.704628327
778	0.7046014056
779	0.70458826
780	0.7045587003
781	0.7045326201
782	0.7045043093
783	0.7044839459
784	0.7044547099
785	0.704431041
786	0.7044045888
787	0.7043805023
788	0.7043575019
789	0.7043384337
790	0.7043063415
791	0.7042821228
792	0.7042497724
793	0.704221144
794	0.7041969445
795	0.7041698327
796	0.7041459461
797	0.7041157907
798	0.7040911306
799	0.7040645501
800	0.7040392745
801	0.704020396
802	0.7039979421
803	0.703974361
804	0.7039538133
805	0.7039298067
806	0.7039037952
807	0.7038785911
808	0.7038536444
809	0.7038256993
810	0.7038024682
811	0.7037802556
812	0.7037496614
813	0.7037274025
814	0.7037005818
815	0.7036760964
816	0.703650314
817	0.7036216629
818	0.7035916306
819	0.7035699433
820	0.7035495341
821	0.7035228253
822	0.7035031108
823	0.7034752858
824	0.7034479904
825	0.7034354546
826	0.7034098695
827	0.7033910619
828	0.7033705706
829	0.7033466437
830	0.7033198703
831	0.7032891536
832	0.7032689676
833	0.7032472163
834	0.703227582
835	0.7032053145
836	0.7031772997
837	0.7031560352
838	0.7031318486
839	0.7031090401
840	0.7030792735
841	0.7030626271
842	0.7030390441
843	0.7030248956
844	0.7029911881
845	0.7029664789
846	0.7029434832
847	0.7029208148
848	0.7028924311
849	0.7028674504
850	0.70284718
851	0.7028261943
852	0.7028002928
853	0.7027765908
854	0.7027527092
855	0.7027331
856	0.70271207
857	0.7026822727
858	0.7026599607
859	0.7026312757
860	0.7026094578
861	0.7025786916
862	0.7025515895
863	0.7025251293
864	0.702501316
865	0.7024772346
866	0.7024539595
867	0.7024295063
868	0.7024060301
869	0.7023814709
870	0.7023592393
871	0.7023318184
872	0.7023055877
873	0.7022796512
874	0.7022545615
875	0.7022297465
876	0.7022068473
877	0.702183533
878	0.7021647357
879	0.7021378218
880	0.7021127047
881	0.7020938535
882	0.7020709312
883	0.7020468531
884	0.7020269943
885	0.7020094047
886	0.7019810526
887	0.7019596238
888	0.7019357534
889	0.7019102957
890	0.7018901512
891	0.7018577282
892	0.70184248
893	0.7018156616
894	0.7017965957
895	0.7017683481
896	0.7017410967
897	0.7017192076
898	0.7017012149
899	0.7016782792
900	0.7016565155
901	0.701635269
902	0.7016104764
903	0.7015864531
904	0.7015554217
905	0.7015363828
906	0.7015153895
907	0.7014901044
908	0.7014698025
909	0.7014482244
910	0.7014169858
911	0.7013961777
912	0.701370869
913	0.7013446818
914	0.7013221033
915	0.7013063163
916	0.7012819079
917	0.7012560654
918	0.7012269871
919	0.7012013373
920	0.701182688
921	0.7011619793
922	0.7011394539
923	0.7011120011
924	0.7010947512
925	0.7010629941
926	0.7010477459
927	0.7010211941
928	0.7009907814
929	0.700968094
930	0.7009424497
931	0.7009269097
932	0.7009040861
933	0.7008854839
934	0.7008650727
935	0.7008418652
936	0.700818577
937	0.700799257
938	0.7007720016
939	0.7007509101
940	0.7007265109
941	0.7007063937
942	0.7006767459
943	0.7006507684
944	0.7006327524
945	0.7006106136
946	0.700581745
947	0.7005600867
948	0.7005368763
949	0.7005121189
950	0.7004908127
951	0.7004718049
952	0.7004478508
953	0.7004319256
954	0.7004037571
955	0.7003858254
956	0.700354348
957	0.7003324416
958	0.7003127597
959	0.7002913732
960	0.7002675522
961	0.7002456156
962	0.7002246008
963	0.7001980341
964	0.7001754916
965	0.700157059
966	0.7001388102
967	0.7001158805
968	0.7000878602
969	0.7000573733
970	0.7000340356
971	0.7000144833
972	0.6999895795
973	0.6999609979
974	0.6999410625
975	0.6999182964
976	0.6998941069
977	0.6998723873
978	0.6998540979
979	0.6998345234
980	0.6998133584
981	0.6997917099
982	0.6997696434
983	0.699747709
984	0.6997248687
985	0.6997042584
986	0.6996805206
987	0.6996513759
988	0.699623804
989	0.69960106
990	0.6995815437
991	0.6995652918
992	0.6995421495
993	0.6995181859
994	0.6994907223
995	0.6994644804
996	0.6994451646
997	0.6994242602
998	0.6993941762
999	0.6993686805
